codEstacao;municipio;uf;nomeEstacao;latitude;longitude;datahora;valorMedida
310900602A;BRUMADINHO;MG;Progresso;-44,216;-20,146;02/02/2015 17:00:00;0,0;
310900602A;BRUMADINHO;MG;Progresso;-44,216;-20,146;02/02/2015 18:00:00;0,0;
310900602A;BRUMADINHO;MG;Progresso;-44,216;-20,146;02/02/2015 19:00:00;0,0;
310900602A;BRUMADINHO;MG;Progresso;-44,216;-20,146;02/02/2015 20:00:00;0,0;
310900602A;BRUMADINHO;MG;Progresso;-44,216;-20,146;02/02/2015 21:00:00;0,0;
310900602A;BRUMADINHO;MG;Progresso;-44,216;-20,146;02/02/2015 22:00:00;0,0;
310900602A;BRUMADINHO;MG;Progresso;-44,216;-20,146;02/02/2015 23:00:00;0,0;
310900602A;BRUMADINHO;MG;Progresso;-44,216;-20,146;03/02/2015 00:00:00;0,0;
310900602A;BRUMADINHO;MG;Progresso;-44,216;-20,146;03/02/2015 01:00:00;0,0;
310900602A;BRUMADINHO;MG;Progresso;-44,216;-20,146;03/02/2015 02:00:00;0,0;
310900602A;BRUMADINHO;MG;Progresso;-44,216;-20,146;03/02/2015 03:00:00;0,0;
310900602A;BRUMADINHO;MG;Progresso;-44,216;-20,146;03/02/2015 04:00:00;0,0;
310900602A;BRUMADINHO;MG;Progresso;-44,216;-20,146;03/02/2015 05:00:00;0,0;
310900602A;BRUMADINHO;MG;Progresso;-44,216;-20,146;03/02/2015 06:00:00;0,0;
310900602A;BRUMADINHO;MG;Progresso;-44,216;-20,146;03/02/2015 07:00:00;0,0;
310900602A;BRUMADINHO;MG;Progresso;-44,216;-20,146;03/02/2015 08:00:00;0,0;
310900602A;BRUMADINHO;MG;Progresso;-44,216;-20,146;03/02/2015 09:00:00;0,0;
310900602A;BRUMADINHO;MG;Progresso;-44,216;-20,146;03/02/2015 10:00:00;0,0;
310900602A;BRUMADINHO;MG;Progresso;-44,216;-20,146;03/02/2015 11:00:00;0,0;
310900602A;BRUMADINHO;MG;Progresso;-44,216;-20,146;03/02/2015 12:00:00;0,0;
310900602A;BRUMADINHO;MG;Progresso;-44,216;-20,146;03/02/2015 13:00:00;0,0;
310900602A;BRUMADINHO;MG;Progresso;-44,216;-20,146;03/02/2015 14:00:00;0,0;
310900602A;BRUMADINHO;MG;Progresso;-44,216;-20,146;03/02/2015 15:00:00;0,0;
310900602A;BRUMADINHO;MG;Progresso;-44,216;-20,146;03/02/2015 16:00:00;0,0;
310900602A;BRUMADINHO;MG;Progresso;-44,216;-20,146;03/02/2015 17:00:00;0,0;
310900602A;BRUMADINHO;MG;Progresso;-44,216;-20,146;03/02/2015 18:00:00;0,0;
310900602A;BRUMADINHO;MG;Progresso;-44,216;-20,146;03/02/2015 19:00:00;0,0;
310900602A;BRUMADINHO;MG;Progresso;-44,216;-20,146;03/02/2015 20:00:00;0,0;
310900602A;BRUMADINHO;MG;Progresso;-44,216;-20,146;03/02/2015 21:00:00;0,0;
310900602A;BRUMADINHO;MG;Progresso;-44,216;-20,146;03/02/2015 22:00:00;0,0;
310900602A;BRUMADINHO;MG;Progresso;-44,216;-20,146;03/02/2015 23:00:00;0,0;
310900602A;BRUMADINHO;MG;Progresso;-44,216;-20,146;04/02/2015 00:00:00;0,0;
310900602A;BRUMADINHO;MG;Progresso;-44,216;-20,146;04/02/2015 01:00:00;0,0;
310900602A;BRUMADINHO;MG;Progresso;-44,216;-20,146;04/02/2015 02:00:00;0,0;
310900602A;BRUMADINHO;MG;Progresso;-44,216;-20,146;04/02/2015 03:00:00;0,0;
310900602A;BRUMADINHO;MG;Progresso;-44,216;-20,146;04/02/2015 04:00:00;0,0;
310900602A;BRUMADINHO;MG;Progresso;-44,216;-20,146;04/02/2015 05:00:00;0,0;
310900602A;BRUMADINHO;MG;Progresso;-44,216;-20,146;04/02/2015 06:00:00;0,0;
310900602A;BRUMADINHO;MG;Progresso;-44,216;-20,146;04/02/2015 07:00:00;0,0;
310900602A;BRUMADINHO;MG;Progresso;-44,216;-20,146;04/02/2015 08:00:00;0,0;
310900602A;BRUMADINHO;MG;Progresso;-44,216;-20,146;04/02/2015 09:00:00;0,0;
310900602A;BRUMADINHO;MG;Progresso;-44,216;-20,146;04/02/2015 10:00:00;0,0;
310900602A;BRUMADINHO;MG;Progresso;-44,216;-20,146;04/02/2015 11:00:00;0,0;
310900602A;BRUMADINHO;MG;Progresso;-44,216;-20,146;04/02/2015 12:00:00;0,0;
310900602A;BRUMADINHO;MG;Progresso;-44,216;-20,146;04/02/2015 13:00:00;0,0;
310900602A;BRUMADINHO;MG;Progresso;-44,216;-20,146;04/02/2015 14:00:00;0,0;
310900602A;BRUMADINHO;MG;Progresso;-44,216;-20,146;04/02/2015 15:00:00;0,0;
310900602A;BRUMADINHO;MG;Progresso;-44,216;-20,146;04/02/2015 16:00:00;0,0;
310900602A;BRUMADINHO;MG;Progresso;-44,216;-20,146;04/02/2015 17:00:00;0,0;
310900602A;BRUMADINHO;MG;Progresso;-44,216;-20,146;04/02/2015 18:00:00;0,0;
310900602A;BRUMADINHO;MG;Progresso;-44,216;-20,146;04/02/2015 19:00:00;0,0;
310900602A;BRUMADINHO;MG;Progresso;-44,216;-20,146;04/02/2015 20:00:00;0,0;
310900602A;BRUMADINHO;MG;Progresso;-44,216;-20,146;04/02/2015 21:00:00;0,0;
310900602A;BRUMADINHO;MG;Progresso;-44,216;-20,146;04/02/2015 22:30:00;0,9846441120607787;
310900602A;BRUMADINHO;MG;Progresso;-44,216;-20,146;04/02/2015 21:10:00;0,0;
310900602A;BRUMADINHO;MG;Progresso;-44,216;-20,146;04/02/2015 21:20:00;0,0;
310900602A;BRUMADINHO;MG;Progresso;-44,216;-20,146;04/02/2015 21:30:00;0,0;
310900602A;BRUMADINHO;MG;Progresso;-44,216;-20,146;04/02/2015 21:40:00;0,0;
310900602A;BRUMADINHO;MG;Progresso;-44,216;-20,146;04/02/2015 21:50:00;0,0;
310900602A;BRUMADINHO;MG;Progresso;-44,216;-20,146;04/02/2015 22:00:00;0,0;
310900602A;BRUMADINHO;MG;Progresso;-44,216;-20,146;04/02/2015 22:10:00;0,0;
310900602A;BRUMADINHO;MG;Progresso;-44,216;-20,146;04/02/2015 22:20:00;0,0;
310900602A;BRUMADINHO;MG;Progresso;-44,216;-20,146;04/02/2015 22:50:00;3,936534662867996;
310900602A;BRUMADINHO;MG;Progresso;-44,216;-20,146;04/02/2015 22:40:00;5,118002308105207;
310900602A;BRUMADINHO;MG;Progresso;-44,216;-20,146;04/02/2015 23:00:00;1,966609427662887;
310900602A;BRUMADINHO;MG;Progresso;-44,216;-20,146;04/02/2015 23:10:00;0,2;
310900602A;BRUMADINHO;MG;Progresso;-44,216;-20,146;04/02/2015 23:20:00;0,2;
310900602A;BRUMADINHO;MG;Progresso;-44,216;-20,146;04/02/2015 23:30:00;0,0;
310900602A;BRUMADINHO;MG;Progresso;-44,216;-20,146;04/02/2015 23:50:00;0,2;
310900602A;BRUMADINHO;MG;Progresso;-44,216;-20,146;04/02/2015 23:40:00;0,0;
310900602A;BRUMADINHO;MG;Progresso;-44,216;-20,146;05/02/2015 00:00:00;0,5890200000000001;
310900602A;BRUMADINHO;MG;Progresso;-44,216;-20,146;05/02/2015 00:10:00;0,2;
310900602A;BRUMADINHO;MG;Progresso;-44,216;-20,146;05/02/2015 01:00:00;0,0;
310900602A;BRUMADINHO;MG;Progresso;-44,216;-20,146;05/02/2015 02:00:00;0,0;
310900602A;BRUMADINHO;MG;Progresso;-44,216;-20,146;05/02/2015 02:10:00;0,0;
310900602A;BRUMADINHO;MG;Progresso;-44,216;-20,146;05/02/2015 02:20:00;0,0;
310900602A;BRUMADINHO;MG;Progresso;-44,216;-20,146;05/02/2015 02:30:00;0,0;
310900602A;BRUMADINHO;MG;Progresso;-44,216;-20,146;05/02/2015 02:40:00;0,0;
310900602A;BRUMADINHO;MG;Progresso;-44,216;-20,146;05/02/2015 03:00:00;0,0;
310900602A;BRUMADINHO;MG;Progresso;-44,216;-20,146;05/02/2015 02:50:00;0,2;
310900602A;BRUMADINHO;MG;Progresso;-44,216;-20,146;05/02/2015 04:00:00;0,0;
310900602A;BRUMADINHO;MG;Progresso;-44,216;-20,146;05/02/2015 05:10:00;0,39268000000000003;
310900602A;BRUMADINHO;MG;Progresso;-44,216;-20,146;05/02/2015 05:00:00;0,5895030262834685;
310900602A;BRUMADINHO;MG;Progresso;-44,216;-20,146;05/02/2015 04:10:00;0,0;
310900602A;BRUMADINHO;MG;Progresso;-44,216;-20,146;05/02/2015 04:20:00;0,0;
310900602A;BRUMADINHO;MG;Progresso;-44,216;-20,146;05/02/2015 04:30:00;0,0;
310900602A;BRUMADINHO;MG;Progresso;-44,216;-20,146;05/02/2015 04:40:00;0,0;
310900602A;BRUMADINHO;MG;Progresso;-44,216;-20,146;05/02/2015 04:50:00;0,0;
310900602A;BRUMADINHO;MG;Progresso;-44,216;-20,146;05/02/2015 05:20:00;2,358582815363434;
310900602A;BRUMADINHO;MG;Progresso;-44,216;-20,146;05/02/2015 05:30:00;1,76866;
310900602A;BRUMADINHO;MG;Progresso;-44,216;-20,146;05/02/2015 05:40:00;0,5890200000000001;
310900602A;BRUMADINHO;MG;Progresso;-44,216;-20,146;05/02/2015 05:50:00;0,39268000000000003;
310900602A;BRUMADINHO;MG;Progresso;-44,216;-20,146;05/02/2015 06:00:00;0,2;
310900602A;BRUMADINHO;MG;Progresso;-44,216;-20,146;05/02/2015 06:10:00;0,0;
310900602A;BRUMADINHO;MG;Progresso;-44,216;-20,146;05/02/2015 07:10:00;0,2;
310900602A;BRUMADINHO;MG;Progresso;-44,216;-20,146;05/02/2015 06:20:00;0,0;
310900602A;BRUMADINHO;MG;Progresso;-44,216;-20,146;05/02/2015 06:30:00;0,0;
310900602A;BRUMADINHO;MG;Progresso;-44,216;-20,146;05/02/2015 06:40:00;0,0;
310900602A;BRUMADINHO;MG;Progresso;-44,216;-20,146;05/02/2015 06:50:00;0,0;
310900602A;BRUMADINHO;MG;Progresso;-44,216;-20,146;05/02/2015 07:00:00;0,0;
310900602A;BRUMADINHO;MG;Progresso;-44,216;-20,146;05/02/2015 07:20:00;0,0;
310900602A;BRUMADINHO;MG;Progresso;-44,216;-20,146;05/02/2015 08:00:00;0,0;
310900602A;BRUMADINHO;MG;Progresso;-44,216;-20,146;05/02/2015 09:00:00;0,0;
310900602A;BRUMADINHO;MG;Progresso;-44,216;-20,146;05/02/2015 10:00:00;0,0;
310900602A;BRUMADINHO;MG;Progresso;-44,216;-20,146;05/02/2015 11:00:00;0,0;
310900602A;BRUMADINHO;MG;Progresso;-44,216;-20,146;05/02/2015 12:00:00;0,0;
310900602A;BRUMADINHO;MG;Progresso;-44,216;-20,146;05/02/2015 13:00:00;0,0;
310900602A;BRUMADINHO;MG;Progresso;-44,216;-20,146;05/02/2015 14:00:00;0,0;
310900602A;BRUMADINHO;MG;Progresso;-44,216;-20,146;05/02/2015 15:00:00;0,0;
310900602A;BRUMADINHO;MG;Progresso;-44,216;-20,146;05/02/2015 16:00:00;0,0;
310900602A;BRUMADINHO;MG;Progresso;-44,216;-20,146;05/02/2015 17:00:00;0,0;
310900602A;BRUMADINHO;MG;Progresso;-44,216;-20,146;05/02/2015 18:00:00;0,0;
310900602A;BRUMADINHO;MG;Progresso;-44,216;-20,146;05/02/2015 19:00:00;0,0;
310900602A;BRUMADINHO;MG;Progresso;-44,216;-20,146;05/02/2015 20:00:00;0,0;
310900602A;BRUMADINHO;MG;Progresso;-44,216;-20,146;05/02/2015 21:00:00;0,0;
310900602A;BRUMADINHO;MG;Progresso;-44,216;-20,146;05/02/2015 22:10:00;6,35123277287635;
310900602A;BRUMADINHO;MG;Progresso;-44,216;-20,146;05/02/2015 21:10:00;0,0;
310900602A;BRUMADINHO;MG;Progresso;-44,216;-20,146;05/02/2015 21:20:00;0,0;
310900602A;BRUMADINHO;MG;Progresso;-44,216;-20,146;05/02/2015 21:30:00;0,0;
310900602A;BRUMADINHO;MG;Progresso;-44,216;-20,146;05/02/2015 21:40:00;0,0;
310900602A;BRUMADINHO;MG;Progresso;-44,216;-20,146;05/02/2015 21:50:00;0,0;
310900602A;BRUMADINHO;MG;Progresso;-44,216;-20,146;05/02/2015 22:00:00;0,0;
310900602A;BRUMADINHO;MG;Progresso;-44,216;-20,146;05/02/2015 22:20:00;3,3475911006310284;
310900602A;BRUMADINHO;MG;Progresso;-44,216;-20,146;05/02/2015 22:30:00;10,928062690789755;
310900602A;BRUMADINHO;MG;Progresso;-44,216;-20,146;05/02/2015 22:40:00;6,177277080260413;
310900602A;BRUMADINHO;MG;Progresso;-44,216;-20,146;05/02/2015 22:50:00;0,7853600000000001;
310900602A;BRUMADINHO;MG;Progresso;-44,216;-20,146;05/02/2015 23:00:00;0,5890200000000001;
310900602A;BRUMADINHO;MG;Progresso;-44,216;-20,146;05/02/2015 23:30:00;1,5707827696667973;
310900602A;BRUMADINHO;MG;Progresso;-44,216;-20,146;06/02/2015 00:10:00;0,5890200000000001;
310900602A;BRUMADINHO;MG;Progresso;-44,216;-20,146;05/02/2015 23:10:00;0,9817;
310900602A;BRUMADINHO;MG;Progresso;-44,216;-20,146;05/02/2015 23:20:00;1,3743800000000002;
310900602A;BRUMADINHO;MG;Progresso;-44,216;-20,146;05/02/2015 23:50:00;1,3743800000000002;
310900602A;BRUMADINHO;MG;Progresso;-44,216;-20,146;05/02/2015 23:40:00;0,9817;
310900602A;BRUMADINHO;MG;Progresso;-44,216;-20,146;06/02/2015 00:00:00;0,9817;
310900602A;BRUMADINHO;MG;Progresso;-44,216;-20,146;06/02/2015 00:40:00;0,0;
310900602A;BRUMADINHO;MG;Progresso;-44,216;-20,146;06/02/2015 00:20:00;0,39268000000000003;
310900602A;BRUMADINHO;MG;Progresso;-44,216;-20,146;06/02/2015 00:30:00;0,2;
310900602A;BRUMADINHO;MG;Progresso;-44,216;-20,146;06/02/2015 01:00:00;0,5890200000000001;
310900602A;BRUMADINHO;MG;Progresso;-44,216;-20,146;06/02/2015 00:50:00;0,0;
310900602A;BRUMADINHO;MG;Progresso;-44,216;-20,146;06/02/2015 01:10:00;0,5890200000000001;
310900602A;BRUMADINHO;MG;Progresso;-44,216;-20,146;06/02/2015 01:20:00;0,5890200000000001;
310900602A;BRUMADINHO;MG;Progresso;-44,216;-20,146;06/02/2015 01:30:00;0,5890200000000001;
310900602A;BRUMADINHO;MG;Progresso;-44,216;-20,146;06/02/2015 01:40:00;0,7853600000000001;
310900602A;BRUMADINHO;MG;Progresso;-44,216;-20,146;06/02/2015 01:50:00;0,5890200000000001;
310900602A;BRUMADINHO;MG;Progresso;-44,216;-20,146;06/02/2015 02:00:00;0,2;
310900602A;BRUMADINHO;MG;Progresso;-44,216;-20,146;06/02/2015 02:20:00;0,2;
310900602A;BRUMADINHO;MG;Progresso;-44,216;-20,146;06/02/2015 02:10:00;0,0;
310900602A;BRUMADINHO;MG;Progresso;-44,216;-20,146;06/02/2015 02:30:00;0,7853600000000001;
310900602A;BRUMADINHO;MG;Progresso;-44,216;-20,146;06/02/2015 02:40:00;1,9650911487758946;
310900602A;BRUMADINHO;MG;Progresso;-44,216;-20,146;06/02/2015 02:50:00;0,39268000000000003;
310900602A;BRUMADINHO;MG;Progresso;-44,216;-20,146;06/02/2015 03:00:00;0,2;
310900602A;BRUMADINHO;MG;Progresso;-44,216;-20,146;06/02/2015 03:10:00;0,2;
310900602A;BRUMADINHO;MG;Progresso;-44,216;-20,146;06/02/2015 03:20:00;0,5890200000000001;
310900602A;BRUMADINHO;MG;Progresso;-44,216;-20,146;06/02/2015 03:40:00;0,2;
310900602A;BRUMADINHO;MG;Progresso;-44,216;-20,146;06/02/2015 03:30:00;1,1782957052206042;
310900602A;BRUMADINHO;MG;Progresso;-44,216;-20,146;06/02/2015 03:50:00;0,2;
310900602A;BRUMADINHO;MG;Progresso;-44,216;-20,146;06/02/2015 04:00:00;0,2;
310900602A;BRUMADINHO;MG;Progresso;-44,216;-20,146;06/02/2015 04:10:00;0,0;
310900602A;BRUMADINHO;MG;Progresso;-44,216;-20,146;06/02/2015 05:00:00;0,2;
310900602A;BRUMADINHO;MG;Progresso;-44,216;-20,146;06/02/2015 04:20:00;0,0;
310900602A;BRUMADINHO;MG;Progresso;-44,216;-20,146;06/02/2015 04:30:00;0,0;
310900602A;BRUMADINHO;MG;Progresso;-44,216;-20,146;06/02/2015 04:40:00;0,0;
310900602A;BRUMADINHO;MG;Progresso;-44,216;-20,146;06/02/2015 04:50:00;0,0;
310900602A;BRUMADINHO;MG;Progresso;-44,216;-20,146;06/02/2015 05:10:00;0,0;
310900602A;BRUMADINHO;MG;Progresso;-44,216;-20,146;06/02/2015 06:00:00;0,0;
310900602A;BRUMADINHO;MG;Progresso;-44,216;-20,146;06/02/2015 07:00:00;0,0;
310900602A;BRUMADINHO;MG;Progresso;-44,216;-20,146;06/02/2015 08:00:00;0,0;
310900602A;BRUMADINHO;MG;Progresso;-44,216;-20,146;06/02/2015 09:20:00;0,2;
310900602A;BRUMADINHO;MG;Progresso;-44,216;-20,146;06/02/2015 08:10:00;0,0;
310900602A;BRUMADINHO;MG;Progresso;-44,216;-20,146;06/02/2015 08:20:00;0,0;
310900602A;BRUMADINHO;MG;Progresso;-44,216;-20,146;06/02/2015 08:30:00;0,0;
310900602A;BRUMADINHO;MG;Progresso;-44,216;-20,146;06/02/2015 08:40:00;0,0;
310900602A;BRUMADINHO;MG;Progresso;-44,216;-20,146;06/02/2015 08:50:00;0,0;
310900602A;BRUMADINHO;MG;Progresso;-44,216;-20,146;06/02/2015 09:00:00;0,0;
310900602A;BRUMADINHO;MG;Progresso;-44,216;-20,146;06/02/2015 09:10:00;0,0;
310900602A;BRUMADINHO;MG;Progresso;-44,216;-20,146;06/02/2015 09:30:00;0,0;
310900602A;BRUMADINHO;MG;Progresso;-44,216;-20,146;06/02/2015 10:00:00;0,0;
310900602A;BRUMADINHO;MG;Progresso;-44,216;-20,146;06/02/2015 10:50:00;0,2;
310900602A;BRUMADINHO;MG;Progresso;-44,216;-20,146;06/02/2015 10:10:00;0,0;
310900602A;BRUMADINHO;MG;Progresso;-44,216;-20,146;06/02/2015 10:20:00;0,0;
310900602A;BRUMADINHO;MG;Progresso;-44,216;-20,146;06/02/2015 10:30:00;0,0;
310900602A;BRUMADINHO;MG;Progresso;-44,216;-20,146;06/02/2015 10:40:00;0,0;
310900602A;BRUMADINHO;MG;Progresso;-44,216;-20,146;06/02/2015 11:00:00;0,0;
310900602A;BRUMADINHO;MG;Progresso;-44,216;-20,146;06/02/2015 11:10:00;0,0;
310900602A;BRUMADINHO;MG;Progresso;-44,216;-20,146;06/02/2015 11:20:00;0,0;
310900602A;BRUMADINHO;MG;Progresso;-44,216;-20,146;06/02/2015 11:30:00;0,0;
310900602A;BRUMADINHO;MG;Progresso;-44,216;-20,146;06/02/2015 11:40:00;0,0;
310900602A;BRUMADINHO;MG;Progresso;-44,216;-20,146;06/02/2015 11:50:00;0,0;
310900602A;BRUMADINHO;MG;Progresso;-44,216;-20,146;06/02/2015 12:10:00;0,0;
310900602A;BRUMADINHO;MG;Progresso;-44,216;-20,146;06/02/2015 12:00:00;0,2;
310900602A;BRUMADINHO;MG;Progresso;-44,216;-20,146;06/02/2015 12:20:00;0,0;
310900602A;BRUMADINHO;MG;Progresso;-44,216;-20,146;06/02/2015 12:40:00;0,0;
310900602A;BRUMADINHO;MG;Progresso;-44,216;-20,146;06/02/2015 12:30:00;0,2;
310900602A;BRUMADINHO;MG;Progresso;-44,216;-20,146;06/02/2015 13:00:00;0,2;
310900602A;BRUMADINHO;MG;Progresso;-44,216;-20,146;06/02/2015 12:50:00;0,0;
310900602A;BRUMADINHO;MG;Progresso;-44,216;-20,146;06/02/2015 13:10:00;0,2;
310900602A;BRUMADINHO;MG;Progresso;-44,216;-20,146;06/02/2015 13:20:00;0,0;
310900602A;BRUMADINHO;MG;Progresso;-44,216;-20,146;06/02/2015 13:30:00;0,2;
310900602A;BRUMADINHO;MG;Progresso;-44,216;-20,146;06/02/2015 13:40:00;0,0;
310900602A;BRUMADINHO;MG;Progresso;-44,216;-20,146;06/02/2015 13:50:00;0,2;
310900602A;BRUMADINHO;MG;Progresso;-44,216;-20,146;06/02/2015 14:00:00;0,0;
310900602A;BRUMADINHO;MG;Progresso;-44,216;-20,146;06/02/2015 14:20:00;0,2;
310900602A;BRUMADINHO;MG;Progresso;-44,216;-20,146;06/02/2015 14:10:00;0,0;
310900602A;BRUMADINHO;MG;Progresso;-44,216;-20,146;06/02/2015 14:30:00;0,0;
310900602A;BRUMADINHO;MG;Progresso;-44,216;-20,146;06/02/2015 15:00:00;0,0;
310900602A;BRUMADINHO;MG;Progresso;-44,216;-20,146;06/02/2015 16:00:00;0,0;
310900602A;BRUMADINHO;MG;Progresso;-44,216;-20,146;06/02/2015 17:00:00;0,0;
310900602A;BRUMADINHO;MG;Progresso;-44,216;-20,146;06/02/2015 18:00:00;0,0;
310900602A;BRUMADINHO;MG;Progresso;-44,216;-20,146;06/02/2015 19:00:00;0,0;
310900602A;BRUMADINHO;MG;Progresso;-44,216;-20,146;06/02/2015 19:50:00;0,7853600000000001;
310900602A;BRUMADINHO;MG;Progresso;-44,216;-20,146;06/02/2015 19:10:00;0,0;
310900602A;BRUMADINHO;MG;Progresso;-44,216;-20,146;06/02/2015 19:20:00;0,0;
310900602A;BRUMADINHO;MG;Progresso;-44,216;-20,146;06/02/2015 19:30:00;0,0;
310900602A;BRUMADINHO;MG;Progresso;-44,216;-20,146;06/02/2015 19:40:00;0,0;
310900602A;BRUMADINHO;MG;Progresso;-44,216;-20,146;06/02/2015 20:00:00;0,2;
310900602A;BRUMADINHO;MG;Progresso;-44,216;-20,146;06/02/2015 20:10:00;0,0;
310900602A;BRUMADINHO;MG;Progresso;-44,216;-20,146;06/02/2015 21:00:00;0,0;
310900602A;BRUMADINHO;MG;Progresso;-44,216;-20,146;06/02/2015 22:10:00;0,2;
310900602A;BRUMADINHO;MG;Progresso;-44,216;-20,146;06/02/2015 21:10:00;0,0;
310900602A;BRUMADINHO;MG;Progresso;-44,216;-20,146;06/02/2015 21:20:00;0,0;
310900602A;BRUMADINHO;MG;Progresso;-44,216;-20,146;06/02/2015 21:30:00;0,0;
310900602A;BRUMADINHO;MG;Progresso;-44,216;-20,146;06/02/2015 21:40:00;0,0;
310900602A;BRUMADINHO;MG;Progresso;-44,216;-20,146;06/02/2015 21:50:00;0,0;
310900602A;BRUMADINHO;MG;Progresso;-44,216;-20,146;06/02/2015 22:00:00;0,0;
310900602A;BRUMADINHO;MG;Progresso;-44,216;-20,146;06/02/2015 22:20:00;0,0;
310900602A;BRUMADINHO;MG;Progresso;-44,216;-20,146;06/02/2015 23:00:00;0,0;
310900602A;BRUMADINHO;MG;Progresso;-44,216;-20,146;07/02/2015 00:00:00;0,0;
310900602A;BRUMADINHO;MG;Progresso;-44,216;-20,146;07/02/2015 01:00:00;0,0;
310900602A;BRUMADINHO;MG;Progresso;-44,216;-20,146;07/02/2015 02:00:00;0,0;
310900602A;BRUMADINHO;MG;Progresso;-44,216;-20,146;07/02/2015 03:00:00;0,0;
310900602A;BRUMADINHO;MG;Progresso;-44,216;-20,146;07/02/2015 04:00:00;0,0;
310900602A;BRUMADINHO;MG;Progresso;-44,216;-20,146;07/02/2015 05:00:00;0,0;
310900602A;BRUMADINHO;MG;Progresso;-44,216;-20,146;07/02/2015 06:00:00;0,0;
310900602A;BRUMADINHO;MG;Progresso;-44,216;-20,146;07/02/2015 06:40:00;0,2;
